expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,,job_id,company_id
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693044760,11229
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044762,1952028
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693044765,2615835
1.7E+12,Unknown,Associate,Unknown,1.69E+12,recruiting.ultipro.com,0,FULL_TIME,Unknown,Unknown,,3693044768,48528
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044772,-1
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693044773,35689556
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693044800,1681
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693044803,586645
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693044806,2474662
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693044807,23674217
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693044808,156470
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693044809,91447303
1.7E+12,1.69E+12,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044813,14680
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693044814,2604933
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,INTERNSHIP,Unknown,Unknown,,3693044816,3809210
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044819,3181342
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,1,FULL_TIME,Unknown,Unknown,,3693044827,86694680
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693044828,1335118
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693044837,11056
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693044845,11056
1.7E+12,Unknown,Director,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044861,18340489
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044865,2684081
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044866,82712
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693044873,11056
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693044878,2560345
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,Unknown,Unknown,,3693044884,-1
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693044886,-1
1.7E+12,Unknown,Associate,Unknown,1.69E+12,recruiting2.ultipro.com,0,FULL_TIME,Unknown,Unknown,,3693044888,65808
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,1,CONTRACT,USD,BASE_SALARY,,3693044890,766876
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693044891,2689946
1.7E+12,1.69E+12,Mid-Senior level,Unknown,1.69E+12,Unknown,1,CONTRACT,USD,BASE_SALARY,,3693044911,15240711
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693044912,85964
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693044914,1417153
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044915,18102043
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,1,CONTRACT,USD,BASE_SALARY,,3693044917,11056
1.7E+12,1.69E+12,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693044919,9185109
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693044920,7973087
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,PART_TIME,USD,BASE_SALARY,,3693044924,35184
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693044925,1215629
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044929,10075319
1.7E+12,1.69E+12,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044931,36019
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044933,3269275
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,ccsd.taleo.net,0,FULL_TIME,Unknown,Unknown,,3693044949,9025
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693044955,4035
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,PART_TIME,Unknown,Unknown,,3693044956,-1
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044962,11229
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693044964,6424460
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,www.aplitrak.com,0,FULL_TIME,Unknown,Unknown,,3693044968,3476
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,slb.eightfold.ai,1,FULL_TIME,Unknown,Unknown,,3693044969,1468
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693044975,14606618
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044982,21738
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,TEMPORARY,USD,BASE_SALARY,,3693044984,4433
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693044985,2788204
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044986,570420
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044990,712597
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,careers.associaonline.com,0,FULL_TIME,Unknown,Unknown,,3693044996,33264
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,careers.associaonline.com,0,FULL_TIME,Unknown,Unknown,,3693044997,33264
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693044999,18298504
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045025,10155672
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,westrockta.avature.net,0,FULL_TIME,Unknown,Unknown,,3693045062,10035810
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045160,54317927
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045172,76777166
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045179,25929
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,1,CONTRACT,USD,BASE_SALARY,,3693045185,2875
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045190,151898
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693045191,632140
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045195,986449
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,Unknown,Unknown,,3693045212,2899266
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045215,77712306
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045216,6044
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045220,-1
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045222,4419
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,Unknown,Unknown,,3693045226,11822654
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,1,CONTRACT,Unknown,Unknown,,3693045229,79383535
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045232,373568
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693045236,869128
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045237,3591245
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045238,5021998
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045240,11618
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693045241,215561
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045242,2114711
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045248,10833297
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045251,18456165
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045253,1681
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045257,9889773
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045259,3364
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045260,84645
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045264,2684081
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,PART_TIME,USD,BASE_SALARY,,3693045265,-1
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045269,1167975
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045275,11229
1.7E+12,1.69E+12,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693045279,79383535
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045282,25030757
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045283,9201
1.7E+12,1.69E+12,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693045284,298409
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045288,131001
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045289,981830
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045291,11229
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,CONTRACT,USD,BASE_SALARY,,3693045292,56833
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045295,1970
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045296,95267
1.7E+12,1.69E+12,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693045304,827183
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,PART_TIME,USD,BASE_SALARY,,3693045305,61397771
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045306,418451
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,ars2.equest.com,0,FULL_TIME,Unknown,Unknown,,3693045307,6915
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,ars2.equest.com,0,FULL_TIME,Unknown,Unknown,,3693045309,2152
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045318,94181897
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045346,25038366
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693045365,79383535
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045366,5336314
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045370,18449575
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045371,202287
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,www.aplitrak.com,0,FULL_TIME,Unknown,Unknown,,3693045375,65529778
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,www.aplitrak.com,0,FULL_TIME,Unknown,Unknown,,3693045378,7463
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045379,162258
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045381,162807
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045385,81962756
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045386,11028871
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045389,28612425
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045396,6382239
1.7E+12,1.69E+12,Director,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045397,6044
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,recruiting.ultipro.com,1,FULL_TIME,Unknown,Unknown,,3693045402,1552579
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045405,961273
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,Unknown,1,FULL_TIME,Unknown,Unknown,,3693045406,11229
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045413,6638223
1.7E+12,Unknown,Director,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045422,72130268
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,PART_TIME,Unknown,Unknown,,3693045426,13421086
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045428,2928642
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045432,162547
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045435,1265173
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045439,2314143
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693045448,155710
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045456,2124763
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,opco.clearcompany.com,0,FULL_TIME,USD,BASE_SALARY,,3693045463,94079
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045464,89686436
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045465,21784
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,1,CONTRACT,USD,BASE_SALARY,,3693045467,4787
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045468,33125878
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045472,-1
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045476,5131340
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045477,284382
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045479,38092727
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045482,-1
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045486,1967752
1.7E+12,Unknown,Internship,Unknown,1.69E+12,Unknown,0,PART_TIME,USD,BASE_SALARY,,3693045487,352246
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693045490,3505146
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045491,-1
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045492,-1
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045493,1251463
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045494,31032366
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,0,TEMPORARY,USD,BASE_SALARY,,3693045496,145137
1.7E+12,Unknown,Director,Unknown,1.69E+12,Unknown,1,FULL_TIME,Unknown,Unknown,,3693045498,10937173
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045500,18449575
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,www.aplitrak.com,0,FULL_TIME,Unknown,Unknown,,3693045501,7463
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045502,164992
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045504,38117
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045505,30498
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,Unknown,Unknown,,3693045541,53939277
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045576,1681
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045586,853789
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045590,1265059
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045594,22208562
1.7E+12,Unknown,Director,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045598,211869
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045603,27903
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,jobs.exeloncorp.com,0,FULL_TIME,Unknown,Unknown,,3693045614,4674
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,jobs.smartrecruiters.com,0,FULL_TIME,Unknown,Unknown,,3693045619,164920
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045620,118698
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,jobs.exeloncorp.com,0,FULL_TIME,USD,BASE_SALARY,,3693045623,4674
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045629,2403625
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,jobs.exeloncorp.com,0,FULL_TIME,Unknown,Unknown,,3693045630,4674
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,PART_TIME,Unknown,Unknown,,3693045631,64969581
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045636,1117735
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045644,17937
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045657,230197
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,PART_TIME,Unknown,Unknown,,3693045662,24995091
1.7E+12,Unknown,Mid-Senior level,"

Must Have: Minimum Requirements 

To be considered for this role, please ensure the minimum requirements are evident on your resume.  Bachelors degree in Engineering / Technical Science required. Minimum of 5 years of relevant Engineering / Manufacturing experience, or advanced degree with a minimum of 3 years relevant Engineering / Manufacturing experience.  

Nice to Have  Master of Science Degree in Engineering or a Technical Science. Past engineering experience in Medical Device Manufacturing. Green Belt Certified- Black Belt Certified a plus. Previous supervisory role experience. Demonstrated problem solving abilities and technical competence. Prior knowledge and experience value stream mapping and lean manufacturing. Prior knowledge and experience in AutoCAD/Solidworks in drafting plant layouts, manufacturing fixtures, engineering drawings, automation, etc. Demonstrated communication skills in presenting information effectively and collaborating with different cross functional groups to achieve work objectives. Experience in medical device manufacturing or manufacturing in highly regulated industry/environment. Lean Manufacturing experience, Design for Six Sigma (DFSS) / DRM or similar methodology Excellent leadership and interpersonal skills. Strong analytical and problem-solving skills. Ability to train, lead, mentor, coach and inspire entry level Engineers. Familiarity with FDA and ISO standards Ability to work with others and accomplish goals working within a team.  

About Medtronic

 Together, we can change healthcare worldwide. At Medtronic, we push the limits of what technology, therapies and services can do to help alleviate pain, restore health and extend life. We challenge ourselves and each other to make tomorrow better than yesterday. It is what makes this an exciting and rewarding place to be.

 We want to accelerate and advance our ability to create meaningful innovations - but we will only succeed with the right people on our team. Let���s work together to address universal healthcars and improve patients��� lives. Help us shape the future.

 Physical Job Requirements

 The physical demands described within the Responsibilities section of this job description are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. For Office Roles: While performing the duties of this job, the employee is regularly required to be independently mobile. The employee is also required to interact with a computer and communicate with peers and co-workers. Contact your manager or local HR to understand the Work Conditions and Physical requirements that may be specific to each role. (ADA-United States of America) 

A commitment to our employees lives at the core of our values. We recognize their contributions. They share in the success they help to create. We offer a wide range of benefits, resources, and competitive compensation designed to support you at every career and life stage. Learn more about our benefits here. 

This position is eligible for a short-term incentive plan. Learn more about Medtronic Incentive Plan (MIP) here. 

The provided base salary range is used nationally (except in certain CA locations). The rate offered is compliant with federal/local regulations and may vary by experience, certification/education, market conditions, location, etc.",1.69E+12,ars2.equest.com,0,FULL_TIME,Unknown,Unknown,,3693045665,1841
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,Unknown,Unknown,,3693045672,40739208
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045676,14633226
1.7E+12,1.69E+12,Entry level,Unknown,1.69E+12,Unknown,1,FULL_TIME,USD,BASE_SALARY,,3693045680,5234457
1.71E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045681,5260930
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045682,729238
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,1,CONTRACT,Unknown,Unknown,,3693045683,21784
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,USD,BASE_SALARY,,3693045684,10841679
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,Unknown,Unknown,,3693045688,8861597
1.7E+12,1.69E+12,Unknown,Unknown,1.69E+12,Unknown,0,CONTRACT,Unknown,Unknown,,3693045701,10616113
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045703,104243
1.7E+12,1.69E+12,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045705,280956
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,www.aplitrak.com,0,FULL_TIME,Unknown,Unknown,,3693045706,3476
1.7E+12,Unknown,Entry level,"C++,Networking,Gaming,MMO",1.69E+12,ascendion.com,1,CONTRACT,USD,BASE_SALARY,,3693045710,86694680
1.7E+12,Unknown,Associate,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045711,18758749
1.7E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,0,FULL_TIME,USD,BASE_SALARY,,3693045715,35581547
1.7E+12,Unknown,Entry level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045716,82263
1.7E+12,Unknown,Mid-Senior level,Unknown,1.69E+12,Unknown,0,FULL_TIME,Unknown,Unknown,,3693045720,5084329
1.71E+12,Unknown,Unknown,Unknown,1.69E+12,Unknown,1,FULL_TIME,Unknown,Unknown,,3693045721,95734231
